A,B,C,D,F
63,30,0,12,2
19,32,1,12,5
60,3,3,8,0
13,61,1,5,5
24,53,0,2,2
36,8,1,4,5
5,23,2,1,1
3,70,2,6,4
60,5,0,12,5
52,67,3,7,3
65,25,3,3,4
38,68,1,5,5
24,18,1,8,4
70,32,0,2,4
50,45,2,3,4
15,43,2,2,4
36,38,2,4,4
20,56,0,0,4
61,68,0,12,2
47,65,1,11,5
59,11,3,1,1
48,6,1,7,5
46,44,3,5,0
10,37,1,12,0
30,3,2,10,3
44,66,0,12,2
37,29,1,6,0
2,54,3,4,3
22,33,0,2,4
41,62,2,11,2
25,0,0,7,4
29,34,0,8,0
61,37,2,0,4
25,40,0,9,4
7,43,3,1,2
16,58,2,12,3
8,27,3,12,0
68,33,3,3,2
59,54,1,2,1
2,3,3,0,4
51,2,0,12,5
35,3,1,10,2
9,57,0,0,5
21,69,2,4,5
69,62,1,4,3
48,26,3,10,1
43,53,3,11,5
59,69,0,7,0
67,60,1,3,5
38,0,1,7,0
29,12,3,11,2
58,53,1,7,0
34,61,2,10,3
6,25,1,10,1
53,56,3,9,2
24,16,1,10,1
40,28,0,8,3
9,26,2,3,1
32,16,1,5,4
63,66,1,0,3
2,22,0,4,0
31,0,1,3,2
29,63,0,0,0
14,36,3,1,4
8,5,0,12,0
21,50,0,5,4
0,17,0,3,5
70,13,2,7,5
47,30,3,3,3
17,32,3,9,3
25,68,1,12,1
55,9,2,9,4
8,46,0,3,3
57,69,2,2,4
5,28,2,7,0
56,30,0,9,3
28,70,1,6,1
68,12,2,2,3
62,11,1,1,4
3,50,1,5,3
63,3,3,12,3
13,49,0,0,0
20,23,3,6,3
55,46,3,7,4
25,27,3,1,0
22,45,2,12,0
50,15,0,6,2
48,53,1,3,5
54,33,0,2,5
7,62,0,4,0
69,61,3,7,5
46,40,1,4,5
58,44,1,0,1
59,67,1,5,1
27,67,1,7,2
18,60,1,8,2
4,25,3,10,2
0,42,0,10,2
49,49,2,3,4
13,28,2,7,5
7,35,0,0,4
35,21,3,7,2
66,47,1,8,1
37,70,3,5,0
22,36,0,11,1
19,3,3,4,4
43,56,2,12,0
10,2,2,4,2
31,26,1,5,0
57,24,0,6,4
58,8,1,4,1
8,7,0,7,0
50,62,2,7,4
30,15,3,7,2
70,43,3,6,2
43,24,2,10,3
27,55,3,3,5
30,45,3,8,2
12,64,0,9,1
41,54,2,2,4
4,23,3,6,0
11,61,0,1,2
39,68,1,11,4
54,46,2,12,3
37,45,2,12,4
29,43,1,6,1
34,30,2,3,4
44,18,1,4,2
29,3,1,12,1
8,21,2,3,1
4,69,0,5,1
38,46,0,5,2
1,57,3,6,3
47,28,1,10,4
62,10,2,1,3
70,56,3,8,4
60,45,0,11,4
34,62,3,2,5
50,51,1,7,5
0,16,3,5,5
1,32,3,5,1
39,12,0,12,3
13,13,3,5,3
68,48,1,1,4
33,6,2,11,1
0,51,3,5,4
34,58,3,5,0
24,46,2,4,4
62,3,3,7,0
70,53,0,2,1
41,63,1,0,3
33,10,1,10,2
4,26,0,7,5
16,14,1,4,2
29,69,2,12,1
65,70,2,5,5
35,70,0,5,0
11,11,3,11,4
7,41,1,4,3
34,37,3,9,5
67,7,2,4,4
34,32,0,5,0
15,57,0,7,2
23,44,0,7,3
45,18,3,7,0
37,31,1,8,3
59,55,0,10,3
42,48,0,6,2
53,9,3,7,2
64,42,1,7,5
47,7,3,11,2
60,9,0,5,4
59,6,2,12,1
62,50,2,1,1
64,0,1,10,0
46,54,2,3,4
48,47,0,5,4
41,63,2,0,0
65,48,3,2,4
52,23,3,10,4
24,42,3,2,2
28,49,3,11,0
47,65,0,7,2
30,67,1,4,2
56,60,0,3,1
40,23,3,8,3
10,49,2,4,0
19,60,0,10,4
14,12,2,10,4
7,29,3,10,3
59,3,0,5,0
11,7,2,3,4
57,59,3,1,3
60,61,0,2,3
37,10,2,7,3
38,69,1,8,1
7,48,3,6,4
29,64,3,9,2
35,51,2,2,1
55,65,0,11,5
6,13,2,5,0
14,29,1,3,3
48,17,0,7,3
69,44,2,6,0
10,4,0,0,1
58,60,1,4,3
1,70,3,3,1
64,18,1,9,2
65,19,1,2,5
48,7,0,10,1
31,32,3,7,0
60,2,3,6,4
55,55,1,1,2
26,47,3,8,3
67,7,3,9,3
29,32,1,0,3
67,38,2,6,1
7,26,3,9,1
36,60,2,6,3
67,11,1,9,4
44,10,1,9,5
68,45,3,10,5
2,64,0,10,3
15,69,0,1,1
24,0,3,12,0
36,63,2,1,5
11,64,3,8,3
41,41,3,6,1
50,42,0,3,4
61,23,0,4,0
32,41,0,3,5
41,4,3,6,5
7,54,1,5,3
7,47,3,4,5
66,37,0,2,5
26,67,0,4,4
63,42,0,11,1
32,21,1,11,1
21,13,0,4,4
31,12,2,10,0
37,2,2,9,1
9,48,2,12,2
22,45,1,3,0
48,18,1,4,0
58,22,1,12,4
50,8,1,7,1
40,26,2,12,3
8,1,1,2,3
11,39,0,2,5
53,29,0,6,3
5,34,3,7,1
36,4,2,8,3
40,50,3,3,2
59,64,3,12,1
10,69,0,3,1
64,30,0,9,4
36,60,2,4,1
17,23,3,7,4
60,10,0,10,0
67,41,0,12,4
43,6,2,6,0
49,10,2,11,4
1,3,3,5,2
6,52,1,4,1
44,4,0,8,2
24,51,0,4,4
3,33,3,4,3
7,23,1,7,1
46,63,0,1,4
32,37,1,5,0
11,37,1,10,2
35,4,2,6,1
27,21,3,7,1
41,18,0,2,2
35,9,2,5,5
26,2,1,8,3
38,47,2,0,4
10,56,3,7,3
45,37,0,7,2
29,70,2,0,3
26,67,2,7,0
5,14,1,10,1
7,40,2,2,3
53,39,0,1,4
51,20,0,5,3
26,16,0,1,1
29,59,1,6,5
10,10,0,4,0
52,23,0,2,0
61,27,3,11,0
41,59,0,9,0
11,27,3,7,2
22,26,0,9,3
25,54,1,3,5
8,48,0,9,4
3,20,2,11,5
49,1,1,10,1
60,15,3,1,0
11,0,0,2,5
39,51,0,12,4
38,62,0,10,0
68,66,2,10,0
0,57,3,3,0
0,55,0,6,4
69,13,0,9,5
44,51,3,5,3
21,69,2,7,2
53,12,0,7,1
21,57,3,7,5
34,54,2,6,1
4,41,2,10,1
9,63,1,2,5
43,15,3,3,2
52,34,2,12,5
57,25,0,0,0
38,25,1,7,4
45,23,0,9,5
28,70,2,9,1
62,13,3,0,3
6,21,0,0,1
23,32,3,2,3
52,1,1,10,3
1,65,1,12,2
31,43,0,10,0
4,22,3,0,4
24,56,0,11,5
56,38,2,11,0
49,61,1,1,2
48,24,0,2,2
56,64,1,0,4
60,10,3,1,5
56,29,1,4,4
70,57,2,6,2
18,55,1,1,4
39,24,3,12,4
22,49,3,7,4
63,36,2,6,0
6,18,3,0,5
49,58,3,0,2
44,39,1,7,0
12,63,3,2,1
59,55,2,8,3
20,54,1,9,5
63,39,2,0,1
22,30,1,5,0
44,68,3,11,4
33,38,1,10,2
50,34,3,2,5
23,36,2,12,5
25,64,3,10,4
53,51,2,11,0
1,26,3,4,1
2,20,0,12,5
15,3,2,4,4
0,67,2,8,5
46,45,1,1,0
11,9,3,9,5
19,7,2,0,3
31,42,2,11,3
24,0,1,0,1
43,27,1,7,1
0,70,3,1,4
32,39,3,10,2
30,61,3,2,2
63,45,2,10,2
13,32,2,4,1
15,22,1,9,3
33,28,0,9,1
49,28,0,7,4
59,10,3,7,0
34,67,2,4,2
67,51,3,3,3
63,0,2,4,2
42,66,3,0,1
22,16,0,1,2
62,43,0,2,4
14,26,3,5,5
57,48,1,3,1
47,30,1,1,2
58,40,1,6,5
61,19,2,7,2
10,56,1,2,2
21,5,1,11,4
66,47,1,3,4
62,60,2,9,4
9,42,1,6,5
58,11,1,3,1
45,40,0,3,4
31,37,2,9,3
10,66,1,7,5
38,39,0,9,0
55,13,3,5,1
70,63,0,12,3
10,37,2,8,4
2,57,3,8,3
63,0,1,2,3
59,19,3,10,2
25,15,0,10,2
57,38,3,4,2
31,35,0,10,2
0,50,0,10,0
4,63,3,2,0
59,49,1,10,3
61,9,0,12,1
70,48,0,12,2
62,65,3,11,5
16,68,1,11,3
18,37,0,0,0
23,3,1,1,3
17,40,0,2,4
18,50,2,11,4
0,10,3,10,2
4,32,2,2,0
57,43,2,2,0
48,19,2,12,0
16,22,0,5,0
40,66,1,7,5
3,47,2,12,3
58,65,0,9,2
50,12,3,5,0
20,70,3,6,2
65,26,0,6,1
31,6,3,5,0
46,5,2,4,3
64,28,3,4,5
18,26,2,11,4
48,55,3,12,4
35,41,1,11,3
64,4,0,8,4
56,11,3,10,3
49,36,3,11,5
41,41,3,7,0
19,69,2,12,2
42,66,1,4,2
9,22,3,2,5
38,1,1,1,5
68,14,0,10,3
32,16,1,2,3
11,6,0,6,1
32,42,3,11,0
29,45,2,11,5
27,8,3,3,3
70,63,1,7,1
9,5,1,6,2
68,12,2,12,3
55,4,1,6,1
1,61,2,11,1
52,35,0,4,0
4,64,3,2,0
22,33,1,8,0
46,63,1,4,0
16,47,3,7,0
34,22,0,3,4
26,19,1,3,3
45,37,3,0,2
4,9,2,6,1
69,22,0,2,0
5,5,2,6,0
17,7,2,0,1
64,8,0,1,5
18,6,1,3,0
12,26,1,9,2
7,64,0,2,0
23,41,3,7,0
53,5,3,8,3
27,28,0,10,3
28,30,0,2,1
57,11,0,8,3
49,68,2,10,2
0,60,3,1,1
42,48,3,7,0
52,32,2,9,3
8,43,1,12,1
53,12,0,12,0
9,23,1,10,2
39,59,0,7,3
12,43,2,11,5
37,36,0,6,4
48,29,1,3,1
44,42,2,4,4
32,3,3,7,3
12,35,1,12,4
39,29,3,6,0
31,27,1,4,1
6,22,0,4,2
46,60,0,7,4
18,47,1,12,3
54,27,2,8,1
31,65,1,11,5
37,50,1,4,5
63,6,0,7,4
50,24,3,3,4
63,34,3,0,0
47,0,2,10,4
41,28,2,1,2
18,18,2,11,2
8,3,0,0,4
36,38,3,0,0
66,22,1,9,0
31,8,1,11,3
2,3,0,5,0
40,7,2,9,1
31,48,0,0,5
1,62,1,12,0
4,66,2,5,5
0,35,0,1,0
68,42,1,0,3
54,58,0,9,5
50,30,1,3,1
2,65,2,11,5
65,47,0,7,5
65,24,0,10,5
32,5,3,1,4
54,52,2,3,3
61,67,3,12,5
35,16,1,0,5
49,51,0,10,5
34,3,0,9,5
27,67,1,1,4
14,25,2,0,2
0,63,3,8,0
6,60,3,2,1
19,34,3,0,2
1,15,2,2,2
20,10,3,1,3
14,20,3,12,4
59,4,2,7,0
31,63,0,4,5
65,27,3,12,0
48,59,2,7,3
34,10,1,1,2
64,26,2,5,3
12,35,0,4,5
27,0,1,9,5
62,61,2,8,1
6,30,0,5,1
39,16,3,10,5
27,70,3,3,4
10,11,0,0,3
10,51,0,12,1
2,59,1,7,0
17,6,1,5,0
47,21,0,1,3
39,64,3,11,5
67,12,2,1,4
53,17,2,2,3
11,55,3,7,3
23,3,1,12,0
39,65,0,3,1
41,48,1,5,5
54,39,3,1,2
64,30,1,1,1
24,32,1,5,1
42,56,3,1,5
45,45,3,4,5
63,18,1,6,4
61,50,1,5,2
8,22,0,11,3
41,41,1,5,2
51,31,2,4,0
2,25,3,12,0
2,45,2,9,0
15,16,1,4,0
67,17,2,6,1
43,3,2,11,3
18,54,1,0,5
35,49,1,4,4
38,22,3,5,2
17,66,0,3,3
57,28,2,8,4
8,9,2,9,2
66,63,0,8,3
16,45,0,3,5
12,3,0,5,5
67,41,2,7,3
10,22,1,4,2
13,57,1,0,3
41,12,2,1,0
30,69,3,2,1
33,37,2,6,1
60,13,3,4,3
12,13,2,10,5
16,41,2,2,2
29,21,1,8,4
57,9,1,5,2
3,30,3,1,0
17,44,1,5,5
47,16,1,8,2
53,47,2,12,2
2,68,3,10,4
65,26,3,8,2
29,29,1,4,0
16,63,2,9,4
8,5,1,1,0
45,44,3,2,4
60,12,0,12,0
37,43,0,8,2
62,22,2,12,5
59,6,0,11,4
70,48,1,2,1
69,3,2,10,4
19,62,0,11,3
5,2,1,2,1
51,59,1,9,1
54,69,0,4,1
55,33,0,3,2
22,35,1,4,4
37,53,1,6,1
4,19,0,0,5
21,38,1,7,5
2,55,0,10,4
7,42,0,1,4
68,58,2,6,2
32,62,0,4,3
36,47,2,10,2
18,0,1,6,2
42,52,2,2,4
68,2,0,0,2
50,53,1,2,0
52,10,1,6,2
61,35,3,6,0
62,54,1,12,1
62,64,0,10,4
45,12,2,8,0
63,62,0,10,0
33,50,0,4,4
48,69,1,3,2
11,59,1,3,4
46,62,3,10,5
5,67,2,3,5
70,28,2,6,2
26,52,2,8,2
14,50,0,12,0
39,18,0,1,2
59,35,0,9,1
68,11,3,12,4
29,15,1,6,2
44,69,1,3,2
66,54,1,7,2
4,58,0,11,1
7,8,3,1,0
19,51,0,0,3
7,9,0,8,3
3,34,2,12,3
31,65,1,9,1
67,53,3,11,1
67,48,0,2,5
58,70,1,2,5
58,19,0,5,5
36,18,3,6,1
39,52,1,11,0
5,70,0,5,4
4,45,3,2,3
46,4,0,6,1
30,63,1,10,0
20,55,0,12,4
50,40,2,6,3
17,5,3,7,3
43,58,3,3,5
20,69,1,6,5
67,46,3,0,0
33,19,1,10,5
1,70,2,5,5
23,47,3,1,5
49,16,0,0,2
34,22,1,2,5
64,67,3,1,3
23,2,2,6,3
17,55,0,4,1
11,37,2,11,4
66,38,0,7,2
66,37,2,3,4
5,36,0,0,0
10,18,1,11,3
23,59,0,2,4
33,56,1,6,5
39,62,2,9,5
57,41,3,2,5
46,11,0,12,2
61,16,3,8,5
62,7,0,6,3
61,24,0,9,5
22,66,2,8,0
46,45,1,10,4
12,16,0,3,0
29,9,2,9,1
29,0,2,1,5
51,15,2,9,3
26,23,0,1,5
26,1,2,4,2
4,70,3,9,5
34,41,0,10,1
29,60,1,0,5
28,12,1,12,3
14,8,3,11,3
6,51,0,5,3
43,20,0,8,0
58,52,0,9,3
7,4,0,0,0
34,32,2,10,5
17,53,0,1,3
23,22,3,7,1
65,43,0,1,3
58,39,3,7,2
14,21,0,2,0
51,6,2,3,5
24,40,2,6,5
60,34,1,8,2
17,69,3,3,3
6,55,2,0,1
20,47,0,6,5
68,44,3,0,2
38,28,2,11,5
21,32,3,11,5
35,43,0,8,4
35,3,2,5,1
19,34,2,7,3
28,10,3,1,4
67,62,3,8,1
56,55,0,11,5
35,48,3,9,5
3,17,1,10,0
28,42,3,6,1
50,69,1,11,4
52,55,0,9,1
53,15,0,9,1
16,17,1,3,1
10,63,2,9,0
70,18,3,1,3
64,11,1,10,0
64,35,0,12,0
41,8,2,9,5
40,70,0,1,0
54,51,3,4,5
23,63,3,9,4
37,45,0,6,0
63,44,0,1,3
2,27,2,9,4
36,70,2,7,5
45,10,1,4,1
37,53,0,10,0
39,69,3,1,5
37,31,3,2,0
23,3,0,6,4
54,10,1,7,4
15,43,3,2,3
31,24,1,11,2
57,33,2,1,2
22,30,2,12,3
65,60,0,4,4
61,62,2,3,1
58,62,0,2,4
50,6,2,1,3
64,55,2,1,3
6,3,2,2,4
24,15,1,4,2
63,34,2,9,1
36,12,0,11,2
22,12,3,12,5
17,47,0,8,1
19,29,3,0,5
24,57,1,11,0
8,6,3,7,0
28,40,3,9,5
22,43,0,2,3
48,27,3,10,4
59,32,2,4,4
0,23,0,4,1
15,53,1,12,1
21,21,1,10,0
10,16,3,7,1
55,20,2,5,1
2,65,3,2,1
53,30,1,6,3
20,55,1,4,1
41,40,2,2,1
41,61,0,2,3
45,69,0,7,5
1,57,3,2,5
22,29,1,11,3
62,43,3,10,5
40,34,0,7,1
15,46,0,10,0
31,40,0,2,0
63,45,3,5,4
34,2,1,2,1
41,37,2,8,3
15,26,2,12,1
21,29,3,7,3
25,68,3,0,4
54,14,1,9,5
5,57,1,10,0
49,24,2,5,3
34,39,2,5,1
27,15,0,8,5
6,65,2,4,3
34,38,2,7,4
11,31,1,7,1
70,45,0,6,4
43,59,3,5,5
56,5,0,10,2
61,49,0,12,5
38,47,0,3,4
21,64,3,2,0
18,34,0,4,4
25,58,1,9,2
23,64,3,4,5
64,38,3,9,3
59,38,1,2,3
28,20,3,12,1
20,15,0,10,0
68,18,0,1,4
58,50,1,11,0
68,55,2,8,1
5,20,0,6,2
29,12,2,6,5
61,0,0,1,2
58,9,3,5,2
43,0,1,8,4
25,25,1,6,3
57,54,0,0,2
9,63,1,3,0
11,5,3,4,1
23,48,3,0,3
27,38,2,7,2
4,63,1,4,3
43,35,3,11,1
25,5,2,8,0
26,37,0,9,2
64,42,1,1,3
20,10,1,6,0
36,14,1,0,4
44,32,0,12,4
35,41,3,6,3
15,42,1,6,1
54,45,3,0,5
23,30,0,1,0
9,30,0,2,1
53,56,2,4,0
46,64,2,5,5
63,27,0,6,2
3,29,2,8,0
42,38,2,12,5
2,9,2,12,1
49,28,3,10,0
12,54,3,3,1
66,51,1,9,2
64,2,2,2,0
30,47,2,4,2
42,59,2,8,0
20,34,2,2,0
12,34,1,10,1
51,69,3,10,4
15,1,2,5,3
27,10,3,12,1
40,38,3,7,2
16,55,1,2,3
0,47,1,11,1
25,1,3,3,4
2,42,2,10,1
45,55,0,3,4
55,5,0,12,3
51,66,2,12,4
22,23,0,0,2
38,69,2,2,5
60,1,2,6,5
4,46,0,11,4
31,29,1,7,3
28,5,1,1,1
33,70,2,4,1
24,19,1,11,2
56,45,1,7,4
29,21,0,11,4
24,69,2,12,1
48,6,0,12,0
15,55,2,8,4
36,16,1,6,4
38,0,0,1,4
56,69,0,1,1
42,47,0,3,4
33,61,1,4,2
16,37,0,4,4
16,26,3,11,3
1,7,0,5,4
38,8,2,3,1
20,3,0,6,0
59,57,1,12,0
56,5,3,4,2
31,9,2,1,3
47,18,2,2,2
13,63,0,5,5
19,30,0,4,5
44,13,0,4,0
34,20,0,11,0
23,42,3,10,2
65,61,1,5,3
3,25,1,2,3
5,18,2,11,5
67,51,2,8,5
68,12,0,9,3
12,40,1,11,5
67,67,1,11,1
67,66,1,5,5
20,4,3,11,4
30,49,0,8,1
5,33,2,0,2
34,26,0,12,3
2,25,2,7,2
59,39,2,0,1
17,21,1,12,3
66,29,1,8,3
65,16,2,12,4
30,0,1,12,1
51,55,3,11,2
36,34,2,6,3
62,35,0,3,2
42,16,3,7,4
50,55,3,8,2
23,17,3,0,3
50,7,2,0,0
35,37,2,8,2
3,39,1,10,1
64,41,2,3,0
46,36,2,6,4
46,6,0,1,4
67,60,3,10,5
13,22,1,2,3
40,64,2,0,5
42,6,0,0,3
24,29,1,9,3
67,67,3,5,3
33,69,3,5,2
9,1,0,3,0
0,30,2,5,5
16,63,1,9,0
52,35,0,0,5
50,31,0,12,1
31,30,3,6,3
29,50,2,11,1
58,47,0,0,5
49,4,1,4,4
30,14,2,12,5
4,38,0,9,1
26,65,0,4,4
19,53,0,7,3
67,67,1,9,5
14,69,1,10,1
12,56,1,0,4
44,28,2,3,4
39,67,0,2,1
30,6,3,12,1
63,9,2,1,0
37,61,1,2,4
62,39,3,2,5
7,42,1,2,3
25,68,3,6,4
62,9,3,1,0
11,34,1,3,2
14,25,2,11,3
40,34,0,5,1
40,36,3,7,0
44,24,3,9,5
35,56,2,0,0
24,57,2,5,5
24,16,2,6,3
28,59,3,8,4
58,30,2,12,3
52,10,2,3,1
56,59,1,1,5
38,51,0,8,1
67,60,2,2,2
17,11,2,9,5
6,17,1,1,5
57,66,2,2,0
20,29,1,11,0
62,39,0,6,1
4,30,0,11,5
20,19,3,9,4
16,67,0,10,1
49,13,0,12,0
57,11,2,6,4
9,35,0,0,5
65,41,0,10,3
33,11,3,2,0
21,21,2,7,4
19,31,0,10,2
0,65,1,7,5
38,24,2,10,3
58,20,0,8,4
54,0,1,11,4
13,18,1,3,0
50,48,3,12,2
34,23,1,3,3
5,0,3,4,0
63,26,0,7,3
67,4,2,7,1
17,14,1,5,1
40,64,1,9,2
70,25,1,3,4
25,13,3,4,0
65,16,1,6,1
45,40,3,6,0
41,60,0,3,4
17,7,3,3,1
25,24,0,3,4
2,65,2,0,0
34,56,2,11,3
32,8,2,5,4
43,48,1,12,2
9,12,3,7,5
23,67,1,5,2
58,41,1,10,2
47,32,0,8,5
37,23,2,12,0
44,55,3,6,2
0,21,1,8,1
36,11,0,5,0
67,39,2,7,5
61,64,0,0,0
13,18,3,1,0
8,21,0,0,5
54,29,3,4,4
48,52,2,3,0
43,59,1,12,5
14,16,3,8,0
37,47,3,7,0
25,2,1,8,3
10,17,0,3,3
66,62,3,10,1
53,39,1,10,0
30,0,3,5,5
37,39,2,7,2
17,54,3,12,4
28,24,2,0,3
69,67,3,12,2
15,5,1,7,0
29,17,0,3,2
61,20,2,1,3
63,57,0,10,0
9,69,0,3,3
39,14,3,9,0
10,43,1,12,0
26,69,3,1,4
55,60,3,9,5
37,2,0,4,4
32,47,3,10,2
56,62,1,6,5
26,60,1,11,3
22,19,2,12,2
49,49,1,6,4
48,34,3,9,5
34,22,2,2,3
62,42,2,2,1
43,2,2,6,4
10,25,1,12,3
5,12,1,11,3
6,59,0,9,1
59,24,1,12,0
31,63,2,8,2
15,62,2,5,5
31,32,1,8,0
1,3,3,2,5
30,35,2,0,3
41,47,2,0,3
19,15,3,12,1
43,18,3,12,3
3,6,3,11,4
19,59,3,9,4
10,30,1,2,0
43,32,0,0,4
49,66,2,3,0
6,21,1,5,4
43,9,0,6,0
16,11,0,8,5
44,63,3,3,3
36,53,0,0,1
13,19,0,8,5
63,59,2,5,4
8,31,1,1,1
16,52,2,8,4
41,48,1,8,2
39,1,2,1,3
66,24,0,9,2
25,55,2,8,1
17,31,1,7,2
42,49,2,9,1
7,1,2,10,4
49,55,3,4,5
70,2,3,11,2
15,40,3,1,5
41,30,1,11,2
7,29,3,0,0
17,50,0,6,1
70,13,1,3,4
69,9,3,5,2
39,48,3,0,1
56,65,1,8,2
29,1,3,0,4
57,26,1,10,0
43,30,2,0,5
43,25,3,4,5
0,30,0,9,0
28,33,2,3,3
68,33,3,12,0
48,41,3,9,3
54,34,3,3,4
23,68,1,3,5
33,33,3,1,0
14,11,1,4,1
38,70,3,6,0
22,13,2,2,5
48,31,1,11,1
64,11,0,4,3
28,34,0,2,2
12,44,2,10,4
55,2,3,7,3
63,46,2,2,2
21,54,3,10,1
44,24,2,8,2
18,50,2,12,5
33,68,2,4,0
10,32,1,5,4
2,10,0,1,4
1,48,2,3,5
66,54,0,1,4
52,16,1,5,5
31,4,0,7,3
46,28,0,9,5
38,34,3,11,4
14,70,0,3,2
21,16,1,0,4
24,68,3,0,1
70,27,3,3,3
58,34,3,10,0
66,3,0,9,5
62,25,1,10,1
42,29,3,10,3
31,60,1,5,1
22,66,0,1,2
3,63,1,5,4
44,3,1,10,0
9,28,0,3,3
36,15,0,10,0
16,42,3,9,1
65,36,2,0,0
3,9,3,10,3
59,28,3,3,5
0,28,2,7,1
1,39,3,11,2
61,43,3,8,5
50,9,3,6,5
37,37,1,6,5
12,38,3,11,4
26,37,0,4,5
46,58,1,2,1
33,47,2,2,5
57,39,0,11,1
1,18,3,9,0
59,36,0,3,1
12,6,2,11,4
57,9,2,9,4
60,49,1,5,3
25,32,2,11,5
59,10,0,11,5
53,48,3,0,5
16,55,1,8,5
1,62,1,10,4
47,63,3,8,2
65,70,1,3,1
20,50,0,9,4
19,33,0,1,2
20,6,3,7,1
61,32,1,4,0
64,26,3,0,1
38,27,3,5,2
47,2,3,12,4
5,40,0,9,3
43,51,1,10,1
5,2,2,0,3
58,5,3,7,5
14,33,0,0,0
9,64,3,1,0
29,23,3,1,3
54,64,1,10,3
16,55,1,6,0
49,58,3,6,1
25,45,2,2,5
35,9,3,7,1
39,61,1,7,4
45,19,0,12,3
19,13,1,11,5
39,45,1,6,4
49,66,3,9,5
59,4,2,4,2
35,70,0,12,1
3,7,1,2,0
41,19,3,6,3
42,36,1,5,2
54,32,3,9,5
56,9,0,1,3
18,48,3,1,4
1,5,3,4,2
60,15,0,10,5
10,64,3,2,4
34,67,1,2,3
69,22,1,5,1
19,56,3,8,1
0,7,0,0,4
9,9,1,0,4
45,43,2,9,0
37,55,0,9,4
54,8,2,1,1
37,3,3,4,3
44,55,0,10,1
60,32,2,5,2
52,25,2,8,3
26,28,1,1,2
4,35,1,1,4
64,61,0,12,2
29,47,2,1,0
3,59,1,11,2
4,10,1,0,1
18,42,2,0,5
57,30,0,6,4
62,22,1,6,5
60,35,3,5,5
46,43,0,12,0
7,68,1,4,2
23,41,3,5,0
46,8,3,11,5
62,62,2,1,4
31,49,3,9,3
41,1,0,2,1
36,4,1,8,2
27,26,1,8,5
69,5,2,7,2
3,48,2,8,1
45,46,3,4,1
5,65,0,2,0
7,24,2,0,5
50,16,2,0,2
64,40,2,4,4
40,20,3,12,1
70,4,1,1,4
22,30,0,6,4
19,66,3,4,0
1,27,2,7,3
47,5,1,3,2
69,15,2,0,5
61,28,3,7,1
60,69,3,12,0
68,26,0,2,3
9,8,2,2,0
28,55,2,6,0
55,4,3,9,5
59,34,2,11,0
56,36,1,10,1
34,11,2,0,3
26,52,1,8,0
7,29,2,11,5
20,19,2,10,1
18,26,2,4,0
33,25,3,7,0
30,59,2,2,3
45,47,0,1,4
15,27,2,10,0
45,58,1,1,3
7,63,0,1,0
22,16,3,11,2
53,10,2,9,4
63,57,2,2,2
14,55,1,7,5
15,24,3,9,1
47,2,1,10,2
58,54,2,12,5
0,53,3,0,2
51,50,2,6,0
64,66,0,7,2
69,57,0,5,4
4,48,1,3,0
32,45,2,5,4
49,29,0,3,4
40,39,0,11,4
63,0,0,10,5
36,6,3,6,2
45,28,0,1,5
8,60,0,1,2
11,63,3,10,4
6,19,1,11,0
70,21,0,6,5
11,47,0,5,3
23,41,1,10,4
7,55,2,5,4
61,67,1,10,1
54,70,2,6,4
55,12,3,3,0
67,49,1,10,1
11,23,1,6,1
0,16,2,11,3
13,49,0,9,2
50,6,3,6,3
50,36,1,3,5
13,19,2,10,4
62,49,3,3,1
59,55,0,7,1
24,66,1,6,0
25,62,0,6,0
62,52,0,3,1
35,13,1,11,4
70,59,3,3,0
42,67,2,1,0
42,48,0,9,4
21,62,2,12,3
8,10,2,10,0
61,56,1,7,5
10,26,3,2,3
25,10,1,4,3
38,52,2,4,1
51,59,1,12,4
7,53,1,5,4
57,30,0,3,2
36,50,0,5,3
56,8,3,5,2
57,15,2,3,5
52,48,2,9,5
31,31,3,7,0
43,22,2,7,2
43,35,2,0,4
16,53,2,2,2
24,58,0,10,0
14,46,1,0,0
28,58,1,10,2
59,46,0,10,2
59,32,3,9,2
0,21,1,10,1
46,7,1,2,3
21,57,1,4,0
5,45,1,9,0
33,68,0,7,5
56,45,3,12,4
40,11,2,0,1
58,29,1,5,0
48,6,0,2,0
11,70,2,5,3
36,31,1,6,2
31,32,2,3,2
0,69,1,2,3
33,10,1,2,3
60,64,0,12,2
31,34,3,1,1
53,70,0,9,3
30,2,0,4,1
37,37,1,6,0
4,14,2,4,4
47,43,2,9,5
45,11,0,9,3
10,48,2,7,1
6,31,3,10,0
15,45,3,12,0
36,52,3,9,2
59,39,2,6,5
68,15,3,0,0
28,39,0,5,5
28,20,3,7,2
59,5,0,1,4
34,22,0,0,0
17,67,3,7,4
56,65,2,1,1
9,15,1,2,2
4,21,3,4,2
48,50,0,2,1
60,46,1,12,0
65,9,3,12,0
34,53,0,0,5
50,3,3,12,5
46,33,2,6,2
63,25,3,1,2
14,56,0,0,5
27,52,0,0,1
31,17,2,9,0
26,15,3,0,1
67,26,0,5,5
44,45,2,9,2
33,47,0,7,2
38,41,1,0,4
69,53,0,10,1
3,28,3,1,4
66,30,0,11,1
25,5,0,1,1
70,29,1,6,0
37,23,2,10,3
24,9,0,1,5
63,58,3,9,0
14,37,0,11,1
68,7,3,4,5
52,42,1,4,1
45,13,2,9,0
69,1,2,5,1
64,61,3,6,1
