A,B
62,7
18,14
62,45
14,18
21,10
12,14
10,66
27,10
63,70
55,9
0,58
68,52
53,51
60,18
35,34
4,31
8,34
10,63
37,11
39,20
7,25
31,20
13,32
23,25
9,0
70,3
51,37
58,20
35,50
27,65
29,39
29,43
2,32
27,15
38,69
27,18
60,67
30,61
69,65
0,10
26,24
34,33
65,49
27,48
63,53
68,66
17,33
26,68
13,40
33,10
9,1
69,61
25,44
43,30
50,50
69,61
54,31
24,49
55,33
28,40
5,4
63,47
58,40
43,62
14,63
63,22
41,3
27,22
68,59
57,26
70,17
59,33
6,7
26,52
29,3
10,20
1,60
36,12
14,47
43,40
36,54
13,23
45,36
17,49
27,1
43,51
10,63
31,23
17,37
18,15
29,42
50,3
60,37
65,13
11,34
30,7
59,17
26,46
27,40
29,51
24,46
4,11
69,40
19,1
23,17
67,17
47,68
51,37
28,37
25,26
69,10
33,28
54,55
34,3
26,61
17,26
54,52
58,16
39,65
42,60
20,69
59,30
30,56
37,6
14,63
16,25
43,24
51,59
52,44
69,50
30,23
1,34
27,54
60,18
5,6
62,50
50,10
30,64
3,1
32,62
62,55
52,59
65,57
56,28
13,46
14,49
1,46
16,6
13,36
18,61
3,20
61,36
13,7
28,43
47,3
49,41
0,20
18,51
68,48
12,62
40,52
11,37
66,20
61,23
54,44
59,0
44,57
10,3
4,9
54,52
37,57
45,0
68,50
13,14
23,46
15,23
4,56
41,67
44,40
9,51
40,43
11,27
34,23
62,64
3,63
10,35
16,49
14,49
27,12
44,12
33,21
12,46
52,49
17,59
35,46
22,0
32,11
42,67
15,38
62,68
30,32
21,52
22,50
15,52
1,23
11,50
17,50
52,55
4,15
34,32
41,43
38,0
36,7
35,48
67,43
56,18
64,26
4,19
45,23
15,7
24,35
10,42
33,0
68,1
52,64
9,43
32,48
52,6
7,30
21,7
70,45
34,13
44,13
47,59
26,11
58,50
60,4
46,17
10,2
58,10
8,26
32,62
49,45
34,4
16,14
8,26
25,69
48,37
55,28
4,28
14,61
24,28
44,19
25,20
19,60
61,67
0,66
64,40
44,32
66,59
20,47
22,47
65,24
3,24
10,10
32,68
61,20
16,49
19,19
30,22
56,21
33,62
59,2
1,66
28,51
15,54
59,34
52,5
57,34
5,24
33,32
18,67
62,1
22,28
20,21
31,4
70,59
55,1
63,10
40,8
13,38
9,58
2,4
29,41
10,26
8,14
70,68
64,58
44,30
62,55
47,30
61,51
69,49
64,6
41,22
11,5
63,58
26,13
8,69
23,61
16,62
10,19
60,14
20,11
19,2
19,8
31,12
36,45
1,29
66,50
15,4
15,0
27,34
48,31
7,35
37,30
32,6
3,34
18,23
37,29
61,65
6,43
26,13
28,60
36,46
5,20
67,46
56,38
41,54
15,36
18,32
42,23
16,16
1,46
49,50
66,29
50,29
47,57
42,60
37,36
63,23
34,63
12,12
70,40
14,58
16,49
6,2
37,57
65,34
69,38
23,8
4,10
25,63
3,24
70,40
20,38
1,13
18,42
64,26
15,24
63,51
59,49
56,9
12,26
51,37
40,12
58,38
18,44
25,8
9,17
20,5
53,35
47,26
69,16
8,8
44,4
12,7
20,34
40,35
61,25
67,26
52,21
9,57
39,20
69,25
8,61
66,43
51,25
47,67
66,55
3,56
32,60
2,46
1,46
7,28
7,7
17,24
18,14
47,64
19,12
50,29
55,40
30,3
29,11
24,13
8,27
58,70
14,9
58,52
46,49
46,9
60,61
30,51
66,39
3,53
67,20
38,1
5,14
40,1
64,31
39,62
59,16
66,29
54,6
58,38
41,35
20,43
19,64
63,56
33,2
70,39
49,43
60,11
3,30
28,2
53,30
52,34
18,55
48,45
15,59
37,41
40,64
66,43
26,37
30,45
20,21
18,65
22,12
25,14
7,68
27,21
16,25
3,25
50,50
62,49
63,55
34,28
15,57
30,24
62,55
49,66
9,22
19,62
50,48
67,32
51,51
27,67
37,41
47,64
35,13
61,38
15,34
14,21
9,53
54,70
2,18
26,10
0,37
27,56
11,28
21,16
8,20
46,39
9,48
0,63
43,33
62,60
0,40
47,48
44,59
4,9
47,25
34,34
12,65
35,64
60,4
17,62
47,36
29,48
12,48
23,36
11,2
13,55
48,31
33,63
6,13
19,28
17,16
62,61
58,68
61,27
53,3
43,67
69,56
55,52
7,4
46,0
66,27
25,10
64,33
0,60
23,13
59,22
11,47
22,66
64,58
70,14
64,55
26,39
12,6
62,30
28,65
47,65
43,36
6,10
65,1
56,20
21,31
60,40
21,28
22,14
69,65
42,13
55,24
28,19
2,19
39,22
63,16
28,0
52,34
58,9
50,56
6,10
67,17
18,8
16,14
70,30
39,12
51,35
48,46
7,61
13,57
4,69
53,42
38,2
32,9
43,12
22,15
14,4
46,35
41,60
59,2
23,17
6,28
10,47
60,10
45,16
26,63
26,27
24,51
51,12
21,54
24,1
4,27
15,41
53,57
46,6
57,16
32,65
62,27
45,46
62,66
47,34
37,62
3,33
63,49
24,68
10,38
13,64
59,11
60,16
46,28
22,52
68,60
1,37
23,32
20,57
10,46
7,33
30,57
27,15
20,4
0,3
41,32
32,0
31,46
22,32
43,43
24,11
23,67
46,31
56,11
52,38
21,60
12,54
19,27
2,41
20,40
54,54
10,30
21,48
8,63
52,56
46,0
45,41
68,58
58,50
0,63
12,24
5,46
43,32
12,1
6,31
50,12
54,51
11,7
26,24
61,41
27,19
4,33
25,52
15,40
21,12
5,31
9,7
55,18
30,37
45,44
37,47
54,57
23,27
61,38
63,27
16,34
14,17
20,41
20,27
7,63
46,8
20,33
28,19
10,21
52,60
33,41
46,54
60,68
22,32
57,12
61,16
60,51
63,41
28,70
3,64
9,28
7,23
33,34
22,63
58,51
58,46
62,14
65,46
11,26
46,34
57,42
10,47
55,36
19,26
37,24
11,13
12,50
20,35
12,21
28,69
3,40
62,15
69,11
9,55
61,39
32,0
24,64
53,27
33,31
23,29
9,3
18,0
48,34
51,44
64,34
15,4
24,56
21,37
28,2
52,30
17,26
22,4
6,26
26,11
40,44
27,69
38,37
50,12
25,63
50,37
63,47
56,6
7,65
13,12
41,25
36,25
56,66
33,36
63,26
48,32
31,64
26,22
35,27
61,11
12,7
32,37
57,51
58,14
67,27
35,29
47,5
20,52
55,63
24,17
38,47
37,27
22,23
9,18
5,28
43,12
68,8
59,13
40,36
54,37
41,30
33,36
34,19
11,9
8,6
29,39
43,8
66,30
1,6
51,34
13,69
1,23
21,35
32,14
51,9
50,19
48,54
10,15
5,17
29,59
8,18
51,34
51,61
6,6
55,9
37,19
38,34
45,25
21,52
18,43
35,3
18,20
30,69
7,18
25,67
29,16
15,6
15,68
8,68
37,43
0,46
1,5
5,45
25,63
22,66
6,42
46,24
52,26
13,37
19,4
18,47
39,68
67,39
1,47
11,44
35,2
46,70
38,53
46,69
27,50
2,9
47,32
14,39
42,15
38,13
64,47
43,31
20,40
60,27
69,62
13,14
9,26
42,6
44,59
57,65
6,62
20,44
8,45
53,25
0,14
25,65
18,52
41,26
51,8
54,6
20,42
54,19
40,12
41,32
30,46
50,56
57,3
41,34
46,24
43,43
16,15
26,38
1,54
18,49
65,17
6,31
37,19
65,21
2,65
18,48
27,39
38,68
10,54
8,15
16,26
45,4
12,54
19,1
13,28
61,8
55,42
45,37
21,49
36,40
58,7
34,57
20,30
9,20
45,70
25,9
29,14
63,51
18,61
50,55
21,70
11,40
42,54
1,49
4,22
24,39
60,24
18,21
61,29
46,8
46,6
62,17
58,49
7,15
63,9
39,61
28,39
30,65
18,51
25,8
32,17
16,25
58,27
14,23
40,31
8,53
59,47
44,53
3,5
47,5
45,46
46,0
27,29
3,19
46,28
40,32
8,9
70,51
38,34
61,28
62,5
37,51
26,25
62,70
43,20
24,29
48,25
38,39
27,28
22,28
43,9
12,59
7,39
34,29
67,15
38,66
65,70
65,41
35,66
54,43
48,37
32,41
53,11
49,59
12,23
1,70
4,7
24,17
3,20
23,29
14,70
45,8
47,44
61,34
0,11
17,2
43,1
58,6
13,22
34,47
24,9
24,66
15,54
34,28
54,0
58,48
35,66
54,11
50,22
45,69
47,22
25,70
23,30
43,50
31,14
65,43
6,18
56,32
64,69
12,27
60,35
60,33
31,37
17,45
19,14
34,43
5,8
43,8
54,30
8,61
42,34
46,55
38,41
19,7
15,24
39,27
59,30
36,10
6,11
30,55
33,39
59,62
13,56
3,41
26,39
27,9
38,7
16,41
17,29
39,20
9,11
0,54
57,58
11,21
56,3
1,55
55,9
41,52
15,65
16,3
54,36
44,70
61,64
10,14
26,32
69,40
15,21
16,36
67,36
13,19
30,43
42,57
52,15
25,27
41,17
17,8
69,23
12,9
15,16
35,70
8,69
43,42
27,4
62,5
33,25
56,1
34,4
53,38
56,26
14,66
36,60
39,50
19,33
19,68
11,46
39,66
0,53
3,48
6,66
43,38
19,42
16,34
25,59
44,30
54,69
14,22
51,45
39,30
1,41
20,17
53,17
35,54
68,19
10,67
33,51
35,46
5,70
6,9
22,10
49,70
28,4
17,50
5,38
27,69
13,38
14,58
19,42
19,50
36,34
11,60
0,41
47,30
42,62
16,8
67,19
15,68
17,22
6,12
26,40
68,2
49,4
43,62
2,60
10,59
20,4
35,61
49,16
55,37
27,45
1,37
42,21
69,66
55,54
14,68
62,51
34,1
69,27
9,6
53,58
42,23
20,54
24,19
66,60
36,66
41,9
19,62
28,23
53,5
49,35
68,30
50,9
34,42
67,12
6,41
66,56
49,9
6,39
19,51
3,47
23,68
42,61
33,39
49,19
21,3
18,16
68,44
37,21
0,11
59,42
47,15
44,62
14,62
27,64
60,55
49,23
66,42
36,16
32,68
36,13
63,23
30,9
54,29
10,54
2,68
26,64
28,21
39,65
13,3
25,21
28,12
53,31
15,58
26,40
11,51
25,29
32,62
25,25
55,19
70,70
57,4
65,38
30,22
27,31
58,12
30,21
21,7
59,42
47,58
68,56
14,9
16,8
13,10
2,17
42,31
53,42
6,24
33,45
42,56
22,26
6,28
18,0
21,37
40,58
67,61
53,3
11,58
66,43
68,66
16,65
26,55
18,32
58,34
65,5
4,61
53,10
40,19
28,12
28,59
17,54
57,19
36,16
42,15
54,60
55,48
16,25
63,46
37,47
49,21
44,63
61,13
59,27
64,30
30,35
37,46
43,67
50,47
68,69
43,37
61,29
31,43
1,60
69,64
66,32
0,45
31,54
54,0
18,28
14,63
55,41
39,7
55,36
3,53
13,44
27,22
69,40
33,47
15,60
62,10
38,26
6,63
50,57
2,47
50,1
54,64
66,10
9,8
54,27
43,37
4,60
69,37
27,0
63,14
0,17
7,7
43,53
47,65
14,16
30,56
68,26
18,31
23,61
25,2
26,68
33,26
1,42
49,66
16,11
69,66
3,64
51,63
43,59
30,60
70,29
14,36
57,2
3,28
19,54
66,25
47,16
50,19
10,51
1,11
45,12
59,12
18,20
4,9
67,33
64,58
11,61
5,34
10,47
3,49
2,36
16,13
61,53
10,59
59,15
29,45
27,35
50,9
44,7
69,0
34,3
30,39
21,3
29,51
63,53
51,11
18,51
41,17
45,33
67,4
1,7
37,51
52,68
62,59
23,54
49,32
54,3
50,35
32,45
42,57
40,48
12,14
23,50
65,25
0,58
44,67
70,26
19,19
48,20
23,62
41,37
19,63
13,13
48,35
37,11
48,43
8,63
43,10
63,17
66,64
19,21
57,66
29,7
61,58
22,65
21,58
33,31
68,59
9,40
13,21
21,36
17,8
35,17
43,53
60,22
8,8
48,43
10,0
68,32
11,21
67,0
36,55
39,8
64,70
70,2
21,47
49,51
0,21
11,55
48,1
49,66
19,28
54,66
36,32
69,50
36,25
19,63
32,8
23,34
47,32
29,21
19,47
16,28
19,45
53,5
13,65
38,20
67,61
12,33
0,9
20,12
28,54
24,40
3,15
48,35
17,31
5,13
32,13
5,47
43,54
4,36
36,27
31,38
48,54
14,9
5,62
52,16
68,43
66,20
11,43
40,15
9,5
14,8
32,30
43,69
16,24
34,15
52,8
49,44
45,14
26,9
16,35
10,35
66,47
47,17
32,36
11,65
24,63
31,26
21,26
63,9
57,28
3,42
55,37
57,38
69,11
11,51
28,36
31,55
22,49
11,67
41,8
63,47
40,40
36,51
19,62
17,19
22,66
64,1
42,20
18,25
13,40
30,17
22,16
40,69
15,60
18,35
19,57
57,67
13,59
9,12
28,8
66,38
26,42
67,33
24,33
44,4
21,11
39,70
47,50
63,23
36,39
22,3
12,17
55,10
44,14
2,0
53,29
6,28
2,55
39,4
35,43
46,22
11,11
24,17
22,54
63,14
28,47
63,67
61,9
27,8
68,18
43,42
57,52
60,66
31,30
61,64
49,31
63,10
50,17
27,28
24,55
39,0
68,9
20,13
4,18
48,46
26,66
42,66
30,63
27,47
24,18
15,12
3,7
41,69
3,68
58,32
44,34
57,62
25,14
23,43
53,10
6,40
61,10
4,41
65,59
4,34
33,10
57,8
59,39
39,49
19,51
8,44
18,3
20,37
8,31
67,5
58,58
56,58
6,16
59,5
13,20
43,25
17,30
27,35
2,4
14,0
51,34
6,4
0,30
42,3
70,51
11,15
4,37
32,66
38,29
41,16
16,25
59,41
68,63
27,48
66,63
13,70
14,44
66,14
46,26
51,28
25,14
22,6
24,67
66,42
68,66
9,61
36,31
19,70
68,19
33,6
47,17
6,22
11,40
33,61
20,12
57,62
5,41
68,30
22,20
26,19
3,57
40,35
1,17
68,28
1,68
21,14
15,2
5,57
33,27
2,22
63,2
47,59
45,24
37,59
41,62
16,16
56,64
54,35
16,32
24,1
69,41
0,1
26,11
41,9
70,13
44,57
34,34
15,47
12,14
39,6
64,35
13,28
53,65
5,19
53,41
18,7
58,34
24,44
4,43
15,42
50,70
7,29
0,2
33,14
24,58
62,52
16,55
44,67
59,37
66,0
14,33
3,68
61,53
66,38
49,30
19,63
46,42
59,44
15,29
20,53
12,39
67,60
69,38
58,57
34,58
12,26
42,46
49,52
51,58
18,12
34,15
36,44
31,59
62,6
70,64
49,14
45,16
54,47
49,31
0,31
43,19
36,3
11,62
21,41
0,61
62,62
55,35
28,27
8,56
44,51
18,19
32,42
8,36
56,39
22,62
33,31
19,70
27,4
30,18
47,26
65,47
64,4
25,41
60,70
7,36
64,62
64,60
55,41
13,49
34,20
36,56
29,22
47,66
17,11
39,60
66,47
33,52
17,46
40,58
44,18
44,2
27,37
52,21
59,70
8,26
46,16
48,69
61,53
64,41
59,16
69,61
25,23
33,18
70,4
21,66
65,65
25,12
21,22
4,3
34,32
14,26
37,62
19,59
15,59
14,17
27,53
45,9
46,13
14,40
32,57
45,25
59,11
40,55
45,15
60,36
12,44
43,18
3,65
13,46
53,51
26,68
36,12
53,2
0,53
62,43
59,30
63,29
3,29
16,48
47,28
46,29
21,61
13,2
32,17
54,51
62,41
35,35
0,61
7,31
28,23
67,19
23,43
9,47
57,41
13,18
46,33
21,18
36,35
8,31
15,25
8,2
44,4
35,1
44,60
63,10
7,14
20,31
0,63
48,22
59,51
5,57
15,15
47,49
30,25
59,47
64,27
36,39
45,6
20,61
65,42
69,52
29,40
44,13
33,19
58,41
16,51
60,52
35,69
13,40
41,37
27,65
2,22
2,42
35,5
23,58
4,26
64,53
23,10
68,69
50,1
55,13
20,23
33,20
36,59
54,68
10,51
30,25
64,22
55,69
10,39
43,43
16,28
57,48
17,44
26,10
38,12
41,4
22,51
22,40
8,26
30,55
25,66
61,52
50,2
56,26
50,60
48,44
60,45
34,66
16,65
1,62
37,63
43,39
14,36
30,22
4,34
65,56
19,10
68,22
61,36
13,15
42,44
48,68
25,13
30,51
65,13
60,55
24,70
65,34
66,57
51,15
12,67
3,37
46,12
55,44
34,53
38,23
38,34
34,17
17,41
51,23
53,47
41,21
25,19
64,59
11,47
68,42
32,64
59,35
9,69
61,42
55,60
70,37
4,12
23,19
4,9
68,25
8,35
51,6
60,45
60,8
5,21
8,32
25,24
29,40
58,27
51,11
67,30
25,18
68,8
1,40
49,62
39,7
67,26
15,11
13,54
14,10
7,19
63,8
19,54
14,40
68,64
24,69
44,49
7,17
16,56
5,34
62,40
36,35
60,14
38,19
69,62
33,0
45,4
27,54
55,46
19,35
14,25
36,0
49,31
49,36
67,3
54,61
57,24
48,26
32,49
26,48
44,60
45,39
37,47
47,24
64,26
36,50
11,40
31,46
36,9
16,40
30,54
40,59
24,10
4,26
59,15
27,1
67,64
3,24
15,15
27,10
57,66
2,62
58,29
67,53
37,7
62,7
47,58
65,38
14,31
51,63
40,26
23,1
6,18
70,36
67,56
6,37
22,2
66,63
67,57
56,6
21,30
40,33
50,10
45,50
53,32
50,59
2,27
9,45
65,4
9,6
31,7
37,26
60,8
13,57
18,21
51,17
12,30
49,20
41,0
20,36
10,20
46,45
29,36
67,1
46,36
17,70
0,32
68,57
51,53
52,63
21,0
29,9
49,38
2,8
10,67
16,68
70,22
46,22
56,21
25,44
56,56
12,61
4,55
53,68
59,43
70,53
11,30
19,53
9,34
51,28
19,8
15,69
14,1
27,16
36,7
23,4
7,64
14,25
37,17
58,66
57,20
48,29
51,59
44,13
31,1
9,36
19,5
31,16
62,44
17,36
52,63
17,28
51,17
12,52
10,58
6,61
52,8
32,23
37,63
5,18
60,10
12,35
54,44
50,1
40,17
64,70
59,21
11,3
27,29
22,1
68,53
39,50
60,22
66,19
26,2
14,51
11,22
63,20
0,24
33,33
61,14
31,59
49,21
4,35
7,63
54,12
32,64
13,2
49,38
57,29
52,2
14,65
49,59
10,63
11,67
14,5
17,19
0,49
16,54
19,43
7,29
30,60
61,8
0,1
44,6
68,7
24,61
14,50
39,7
17,41
55,55
41,45
18,53
37,11
69,34
34,6
35,28
68,63
58,51
52,62
49,15
27,67
21,70
4,36
23,70
24,43
7,18
20,67
34,64
57,61
56,65
53,64
69,22
14,22
17,29
57,13
57,3
9,56
14,37
23,53
27,46
60,51
44,10
57,22
47,32
36,49
8,49
58,2
10,18
20,24
66,22
4,63
9,23
47,52
44,6
15,21
63,16
54,61
6,3
41,43
24,49
68,42
70,34
16,14
28,36
24,58
30,1
65,15
54,23
19,50
24,60
17,33
30,28
58,11
35,27
3,69
56,4
53,10
65,39
9,47
47,65
39,57
32,1
50,37
4,23
67,53
14,32
65,46
48,58
18,44
27,50
34,55
27,22
37,47
58,4
18,16
59,11
7,30
2,28
38,0
26,42
55,68
62,5
66,5
29,63
57,56
70,21
49,53
69,2
27,41
35,28
43,19
25,31
58,19
40,64
25,37
66,26
17,46
53,4
67,58
8,50
3,2
21,69
53,21
57,17
14,38
39,49
10,19
44,59
27,47
9,19
57,63
63,44
18,8
47,45
58,39
68,14
63,22
17,41
16,14
37,57
21,39
17,3
66,25
38,49
70,2
59,39
57,47
57,65
39,59
46,19
47,10
35,28
25,16
22,38
26,3
2,49
66,20
61,21
48,53
68,40
58,32
69,65
70,12
10,61
9,30
9,14
7,46
37,32
21,26
58,23
11,0
14,37
35,57
33,62
5,50
1,62
29,20
47,20
51,14
52,62
37,41
56,30
25,40
21,25
26,19
63,69
41,67
17,56
42,26
65,42
33,29
4,0
63,18
24,5
60,55
3,32
24,53
16,59
59,55
35,19
45,27
8,7
37,6
25,66
39,13
34,1
59,62
40,52
26,39
70,60
57,41
58,35
46,46
11,38
30,62
0,33
12,53
65,34
11,5
28,41
22,5
12,43
10,55
28,34
39,24
2,9
22,44
11,8
13,58
51,66
25,9
51,30
30,7
15,61
24,8
11,14
7,55
0,29
4,13
13,22
10,36
0,11
68,51
29,54
4,16
29,0
69,41
6,67
20,55
16,66
37,21
58,50
11,48
47,57
36,18
60,57
0,36
43,46
26,20
31,51
14,43
22,13
10,2
22,24
61,59
23,70
40,2
69,21
52,28
57,32
66,24
37,67
11,62
45,22
46,62
32,25
52,39
70,66
58,53
21,45
70,2
8,31
32,23
61,63
67,35
32,3
45,4
58,9
3,22
22,20
27,46
30,37
42,15
21,32
54,36
28,4
19,63
8,45
41,11
40,37
7,29
22,15
1,20
7,10
4,25
63,64
49,14
37,24
42,22
39,26
23,67
66,30
11,4
10,46
13,31
31,0
40,31
70,63
52,52
56,64
52,49
44,63
6,43
60,11
39,14
6,13
27,19
39,20
64,21
68,5
37,59
60,37
21,51
29,25
66,17
44,61
26,40
0,38
16,30
67,23
0,23
49,7
44,37
12,49
19,10
10,70
6,56
37,66
41,46
49,9
22,32
14,48
59,58
20,15
19,29
27,41
49,12
17,36
70,1
61,19
38,42
41,35
32,34
67,54
47,43
31,57
34,60
70,12
29,68
31,44
19,31
29,46
67,55
3,17
60,49
13,33
31,28
50,66
23,18
39,36
11,39
54,66
69,10
59,62
56,64
59,11
16,53
9,70
64,4
70,10
34,68
25,44
60,52
29,70
49,53
47,64
3,47
34,42
42,1
53,28
44,65
25,54
44,37
55,12
44,3
0,70
67,36
18,48
34,28
21,32
23,57
25,32
58,31
17,26
9,5
37,47
26,18
6,67
0,46
39,70
47,14
43,25
45,30
46,54
61,12
59,32
11,31
46,65
25,44
60,34
70,36
17,23
34,46
15,44
40,32
51,61
50,53
27,23
67,3
48,7
12,12
11,21
31,21
63,51
21,57
36,52
33,6
49,2
39,68
4,17
10,14
43,8
4,67
18,20
48,12
62,21
61,20
27,67
52,11
36,44
27,10
51,36
7,21
65,50
2,21
68,29
37,41
44,66
9,6
20,70
23,17
7,33
48,0
64,55
70,28
4,5
42,55
47,28
49,51
51,11
19,19
41,46
2,42
61,58
13,6
25,55
4,22
64,23
37,70
6,0
12,22
9,53
51,0
48,54
64,13
25,11
35,52
56,20
18,65
26,26
53,18
19,61
19,33
15,17
32,8
34,28
11,5
39,5
18,48
66,25
69,14
56,70
37,21
12,2
57,17
2,8
31,34
15,68
9,12
7,1
67,2
3,70
34,5
36,29
39,16
44,1
20,56
25,13
12,18
39,20
51,27
13,21
51,51
12,31
4,68
65,51
67,6
22,42
30,4
63,57
29,12
49,53
30,17
30,0
62,9
26,40
27,5
44,2
14,66
23,52
63,39
29,42
33,5
68,34
10,30
49,37
37,48
47,18
23,52
46,32
55,62
30,39
39,17
54,66
44,43
44,55
52,4
3,53
43,2
12,13
57,69
21,14
46,68
16,32
26,61
60,59
64,10
70,48
62,36
43,50
66,20
62,20
23,1
11,10
5,51
49,39
38,43
40,46
63,69
56,0
42,17
10,29
21,26
68,23
60,32
11,23
35,5
57,62
35,1
6,59
22,22
0,38
69,43
2,21
27,50
47,8
24,2
33,31
57,58
46,44
23,68
25,18
18,20
50,5
3,26
1,69
60,25
19,42
36,64
57,54
41,31
24,3
39,63
39,3
44,44
67,61
35,2
47,35
50,64
65,60
8,56
41,10
54,28
51,17
52,68
52,33
54,1
25,36
0,6
68,28
0,15
62,34
2,32
52,32
55,9
9,24
36,60
31,54
43,70
40,21
56,68
3,64
54,45
4,48
33,45
14,65
60,38
67,56
70,31
37,24
48,22
52,37
45,41
19,2
3,8
53,27
28,29
21,15
41,24
70,64
7,51
52,9
55,47
68,35
57,57
51,44
44,53
67,7
5,68
52,29
14,34
18,30
16,19
27,52
53,10
15,3
7,53
68,55
47,25
15,64
26,32
2,70
48,67
20,16
16,57
29,1
40,22
40,1
3,53
22,35
68,14
62,62
16,52
67,63
3,51
7,18
28,50
58,41
15,54
19,44
70,0
41,0
5,7
56,51
16,36
41,5
37,23
12,11
30,39
43,68
22,40
8,40
39,20
31,28
21,30
31,49
9,41
15,52
21,18
40,52
0,51
9,26
16,33
50,48
8,53
27,56
46,17
57,68
44,1
32,51
68,62
60,55
16,61
20,25
37,62
38,2
13,57
49,17
50,54
58,18
43,62
21,34
70,40
9,8
14,46
16,6
18,66
5,26
43,42
31,18
63,53
59,65
2,62
48,60
43,63
9,44
13,27
35,37
39,4
54,25
21,45
58,3
10,36
11,38
59,32
9,28
63,41
20,24
24,27
41,63
19,55
54,21
9,53
70,8
5,68
25,10
37,19
63,47
39,30
69,27
52,58
63,42
33,21
55,41
8,57
39,13
37,6
33,21
44,12
49,49
66,40
68,47
44,13
54,67
40,51
15,2
16,51
18,53
45,34
51,11
37,69
67,12
6,59
62,17
49,6
50,52
2,52
45,64
8,8
20,52
58,56
6,27
18,51
49,47
56,31
38,61
23,47
64,5
58,9
24,7
61,10
47,63
37,10
64,39
1,43
14,15
11,43
37,45
58,3
23,11
58,25
1,11
26,3
11,44
41,2
11,58
67,34
46,45
2,14
15,14
32,18
10,21
54,51
37,10
36,65
53,5
11,21
15,68
35,2
34,34
4,55
62,45
24,25
36,66
23,58
31,20
42,44
59,50
54,49
23,14
57,61
30,63
22,30
43,5
47,16
16,23
8,1
17,19
20,60
30,61
43,38
7,27
19,50
14,14
25,58
12,19
46,54
42,27
33,34
61,9
59,48
5,59
65,69
46,4
27,18
46,36
0,45
14,23
62,60
6,7
50,9
46,55
42,7
65,34
0,43
37,34
8,10
67,65
26,11
44,48
37,22
0,8
65,41
12,38
66,60
29,15
8,3
34,42
33,12
4,58
35,27
11,61
39,34
70,64
62,44
22,47
41,27
57,48
60,70
11,3
30,36
46,36
61,28
30,30
42,16
28,24
29,22
14,31
34,51
32,50
30,42
62,70
57,25
30,33
40,22
67,0
17,65
27,4
17,11
62,5
7,9
22,64
11,2
40,35
34,0
42,43
21,2
4,46
17,42
68,1
45,48
9,13
17,36
11,63
28,60
28,5
66,57
60,65
41,65
0,51
4,29
67,64
67,46
48,50
56,44
24,33
8,23
49,12
18,6
0,50
1,27
1,23
14,64
27,4
15,52
33,51
16,23
67,33
47,14
56,35
60,36
3,15
9,46
40,25
45,39
35,58
20,70
32,34
57,5
17,54
21,62
23,54
66,12
52,48
40,54
60,49
51,61
18,35
66,58
33,70
69,57
10,33
69,18
42,65
27,16
15,16
62,1
52,15
7,58
37,1
0,49
33,9
40,37
57,11
58,12
10,14
67,7
50,25
3,3
43,16
1,46
11,4
31,4
13,69
6,52
58,34
22,28
68,41
36,51
15,18
26,0
52,50
40,11
34,50
4,18
55,22
56,21
24,36
28,33
47,19
30,67
42,47
16,32
2,1
20,57
41,32
5,67
1,7
14,21
62,64
36,9
58,45
53,56
42,36
52,35
15,26
67,21
59,53
38,66
65,0
59,52
1,43
61,51
2,23
41,33
8,44
17,50
66,41
43,40
67,56
24,61
52,24
51,45
5,0
64,38
3,60
17,21
24,16
28,36
45,61
5,70
69,44
17,36
37,35
23,67
53,7
43,34
49,18
14,50
48,53
49,4
44,65
70,7
38,25
12,1
40,25
39,36
2,3
54,28
3,66
7,54
17,7
43,0
50,53
11,60
4,59
50,43
10,55
38,68
17,58
55,35
13,9
31,20
4,51
42,37
8,9
52,46
17,26
48,25
11,58
14,30
53,16
18,13
67,34
20,46
9,56
2,34
2,36
9,21
54,33
70,16
33,20
44,46
47,6
58,27
39,54
53,58
44,49
18,57
34,57
7,18
27,33
2,43
32,63
20,54
22,1
21,65
15,57
28,60
37,63
16,34
62,35
40,13
9,13
24,41
26,70
23,4
20,10
31,17
41,42
49,50
58,9
4,14
47,60
16,57
6,8
64,31
49,66
0,70
8,27
24,45
8,11
49,36
1,12
62,69
70,21
6,37
22,0
39,17
64,20
31,63
4,58
50,40
33,53
21,37
26,47
63,67
16,58
35,36
57,37
33,49
48,44
32,37
58,9
62,38
53,54
9,37
49,16
56,29
32,38
35,13
57,27
62,49
22,39
46,37
41,60
66,61
58,32
19,62
50,6
19,56
51,3
21,43
62,16
63,50
69,47
44,36
55,29
45,65
12,12
57,20
19,5
46,62
35,13
55,51
3,3
31,45
64,29
40,39
32,60
53,23
23,58
43,13
29,14
3,23
14,50
47,25
7,3
49,60
19,70
36,23
44,21
1,60
63,49
21,46
38,54
27,34
2,44
67,10
21,42
4,70
19,45
36,33
62,68
32,32
25,54
2,66
61,40
23,36
70,53
11,56
49,8
19,12
60,9
24,50
10,60
22,1
11,37
48,69
53,4
2,62
22,13
54,29
54,40
68,48
12,64
15,44
55,15
67,49
1,58
22,44
9,54
52,35
22,37
15,45
29,27
20,13
33,13
60,48
39,7
32,59
1,11
54,43
33,11
31,28
42,68
20,67
9,57
26,28
48,29
70,35
69,23
50,56
46,39
54,16
53,63
10,61
33,20
50,35
28,60
3,46
43,4
41,23
55,63
13,27
23,53
8,27
21,19
61,21
62,41
51,39
70,17
12,4
44,33
46,9
40,12
22,21
26,42
44,56
32,0
68,37
13,21
48,34
13,61
21,9
70,13
